SN,Commodity,Date,Unit,Minimum,Maximum,Average
127648,Tomato Small(Local),2018-11-07,Kg,22.0,28.0,25.0
127709,Tomato Big(Nepali),2018-11-08,Kg,25.0,33.0,29.0
127710,Tomato Small(Local),2018-11-08,Kg,20.0,25.0,22.5
127771,Tomato Big(Nepali),2018-11-09,Kg,30.0,35.0,32.5
127772,Tomato Small(Local),2018-11-09,Kg,20.0,25.0,22.5
127833,Tomato Big(Nepali),2018-11-10,Kg,30.0,35.0,32.5
127834,Tomato Small(Local),2018-11-10,Kg,20.0,25.0,22.5
127887,Tomato Big(Nepali),2018-11-11,Kg,30.0,35.0,32.5
127888,Tomato Small(Local),2018-11-11,Kg,18.0,24.0,21.0
127949,Tomato Big(Nepali),2018-11-12,Kg,30.0,35.0,32.5
127950,Tomato Small(Local),2018-11-12,Kg,20.0,28.0,24.0
128012,Tomato Big(Nepali),2018-11-13,Kg,30.0,35.0,32.5
128013,Tomato Small(Local),2018-11-13,Kg,20.0,25.0,22.5
128074,Tomato Big(Nepali),2018-11-14,Kg,25.0,30.0,27.5
128075,Tomato Small(Local),2018-11-14,Kg,20.0,25.0,22.5
128135,Tomato Big(Nepali),2018-11-15,Kg,30.0,35.0,32.5
128136,Tomato Small(Local),2018-11-15,Kg,15.0,20.0,17.5
128198,Tomato Big(Nepali),2018-11-16,Kg,30.0,35.0,32.5
128199,Tomato Small(Local),2018-11-16,Kg,12.0,20.0,16.0
128262,Tomato Big(Nepali),2018-11-17,Kg,30.0,35.0,32.5
128263,Tomato Small(Local),2018-11-17,Kg,17.0,25.0,21.0
128328,Tomato Big(Nepali),2018-11-18,Kg,30.0,35.0,32.5
128329,Tomato Small(Local),2018-11-18,Kg,15.0,25.0,20.0
128394,Tomato Big(Nepali),2018-11-19,Kg,30.0,35.0,32.5
128395,Tomato Small(Local),2018-11-19,Kg,15.0,25.0,20.0
128461,Tomato Big(Nepali),2018-11-20,Kg,30.0,35.0,32.5
128462,Tomato Small(Local),2018-11-20,Kg,18.0,25.0,21.5
128528,Tomato Big(Nepali),2018-11-21,Kg,30.0,35.0,32.5
128529,Tomato Small(Local),2018-11-21,Kg,18.0,25.0,21.5
128595,Tomato Big(Nepali),2018-11-22,Kg,30.0,35.0,32.5
128596,Tomato Small(Local),2018-11-22,Kg,20.0,25.0,22.5
128662,Tomato Big(Nepali),2018-11-23,Kg,30.0,35.0,32.5
128663,Tomato Small(Local),2018-11-23,Kg,18.0,25.0,21.5
128728,Tomato Big(Nepali),2018-11-24,Kg,30.0,35.0,32.5
128729,Tomato Small(Local),2018-11-24,Kg,18.0,20.0,19.0
128794,Tomato Big(Nepali),2018-11-25,Kg,30.0,35.0,32.5
128795,Tomato Small(Local),2018-11-25,Kg,18.0,25.0,21.5
128860,Tomato Big(Nepali),2018-11-26,Kg,30.0,35.0,32.5
128861,Tomato Small(Local),2018-11-26,Kg,16.0,22.0,19.0
128926,Tomato Big(Nepali),2018-11-27,Kg,25.0,30.0,27.5
128927,Tomato Small(Local),2018-11-27,Kg,16.0,22.0,19.0
128992,Tomato Big(Nepali),2018-11-28,Kg,25.0,30.0,27.5
128993,Tomato Small(Local),2018-11-28,Kg,16.0,24.0,20.0
129058,Tomato Big(Nepali),2018-11-29,Kg,25.0,30.0,27.5
129059,Tomato Small(Local),2018-11-29,Kg,20.0,28.0,24.0
129124,Tomato Big(Nepali),2018-11-30,Kg,20.0,25.0,22.5
129125,Tomato Small(Local),2018-11-30,Kg,18.0,24.0,21.0
129190,Tomato Big(Nepali),2018-12-01,Kg,20.0,25.0,22.5
129191,Tomato Small(Local),2018-12-01,Kg,15.0,20.0,17.5
129256,Tomato Big(Nepali),2018-12-02,Kg,25.0,30.0,27.5
129257,Tomato Small(Local),2018-12-02,Kg,20.0,25.0,22.5
129320,Tomato Big(Nepali),2018-12-03,Kg,25.0,30.0,27.5
129321,Tomato Small(Local),2018-12-03,Kg,20.0,30.0,25.0
129386,Tomato Big(Nepali),2018-12-04,Kg,25.0,30.0,27.5
129387,Tomato Small(Local),2018-12-04,Kg,20.0,25.0,22.5
129453,Tomato Big(Nepali),2018-12-05,Kg,25.0,30.0,27.5
129454,Tomato Small(Local),2018-12-05,Kg,15.0,20.0,17.5
129520,Tomato Big(Nepali),2018-12-06,Kg,30.0,35.0,32.5
129521,Tomato Small(Local),2018-12-06,Kg,12.0,20.0,16.0
129587,Tomato Big(Nepali),2018-12-07,Kg,30.0,35.0,32.5
129588,Tomato Small(Local),2018-12-07,Kg,15.0,25.0,20.0
129654,Tomato Big(Nepali),2018-12-08,Kg,30.0,35.0,32.5
129655,Tomato Small(Local),2018-12-08,Kg,18.0,24.0,21.0
129721,Tomato Big(Nepali),2018-12-09,Kg,30.0,35.0,32.5
129722,Tomato Small(Local),2018-12-09,Kg,15.0,25.0,20.0
129787,Tomato Big(Nepali),2018-12-10,Kg,30.0,35.0,32.5
129788,Tomato Small(Local),2018-12-10,Kg,20.0,25.0,22.5
129854,Tomato Big(Nepali),2018-12-11,Kg,30.0,35.0,32.5
129855,Tomato Small(Local),2018-12-11,Kg,15.0,25.0,20.0
129921,Tomato Big(Nepali),2018-12-12,Kg,30.0,35.0,32.5
129922,Tomato Small(Local),2018-12-12,Kg,20.0,25.0,22.5
129988,Tomato Big(Nepali),2018-12-13,Kg,45.0,50.0,47.5
129989,Tomato Small(Local),2018-12-13,Kg,15.0,25.0,20.0
130053,Tomato Big(Nepali),2018-12-14,Kg,45.0,50.0,47.5
130054,Tomato Small(Local),2018-12-14,Kg,20.0,25.0,22.5
130118,Tomato Big(Nepali),2018-12-15,Kg,45.0,50.0,47.5
130119,Tomato Small(Local),2018-12-15,Kg,20.0,25.0,22.5
130183,Tomato Big(Nepali),2018-12-16,Kg,50.0,55.0,52.5
130184,Tomato Small(Local),2018-12-16,Kg,20.0,25.0,22.5
130248,Tomato Big(Nepali),2018-12-17,Kg,50.0,55.0,52.5
130249,Tomato Small(Local),2018-12-17,Kg,18.0,25.0,21.5
130313,Tomato Big(Nepali),2018-12-18,Kg,45.0,50.0,47.5
130314,Tomato Small(Local),2018-12-18,Kg,15.0,25.0,20.0
130378,Tomato Big(Nepali),2018-12-19,Kg,45.0,50.0,47.5
130379,Tomato Small(Local),2018-12-19,Kg,15.0,20.0,17.5
130443,Tomato Big(Nepali),2018-12-20,Kg,45.0,50.0,47.5
130444,Tomato Small(Local),2018-12-20,Kg,15.0,20.0,17.5
130509,Tomato Big(Nepali),2018-12-21,Kg,35.0,40.0,37.5
130510,Tomato Small(Local),2018-12-21,Kg,10.0,20.0,15.0
130575,Tomato Big(Nepali),2018-12-22,Kg,35.0,40.0,37.5
130576,Tomato Small(Local),2018-12-22,Kg,18.0,22.0,20.0
130641,Tomato Big(Nepali),2018-12-23,Kg,35.0,40.0,37.5
130642,Tomato Small(Local),2018-12-23,Kg,15.0,20.0,17.5
130708,Tomato Big(Nepali),2018-12-24,Kg,40.0,45.0,42.5
130709,Tomato Small(Local),2018-12-24,Kg,15.0,20.0,17.5
130775,Tomato Big(Nepali),2018-12-25,Kg,40.0,45.0,42.5
130776,Tomato Small(Local),2018-12-25,Kg,18.0,22.0,20.0
130842,Tomato Big(Nepali),2018-12-26,Kg,40.0,45.0,42.5
130843,Tomato Small(Local),2018-12-26,Kg,15.0,20.0,17.5
130908,Tomato Big(Nepali),2018-12-27,Kg,40.0,45.0,42.5
130909,Tomato Small(Local),2018-12-27,Kg,15.0,20.0,17.5
130973,Tomato Big(Nepali),2018-12-28,Kg,40.0,45.0,42.5
130974,Tomato Small(Local),2018-12-28,Kg,15.0,20.0,17.5
131040,Tomato Big(Nepali),2018-12-29,Kg,45.0,50.0,47.5
131041,Tomato Small(Local),2018-12-29,Kg,15.0,20.0,17.5
131107,Tomato Big(Nepali),2018-12-30,Kg,45.0,50.0,47.5
131108,Tomato Small(Local),2018-12-30,Kg,15.0,20.0,17.5
131174,Tomato Big(Nepali),2018-12-31,Kg,40.0,45.0,42.5
131175,Tomato Small(Local),2018-12-31,Kg,20.0,30.0,25.0
131242,Tomato Big(Nepali),2019-01-01,Kg,45.0,50.0,47.5
131243,Tomato Small(Local),2019-01-01,Kg,20.0,25.0,22.5
131311,Tomato Big(Nepali),2019-01-02,Kg,45.0,50.0,47.5
131312,Tomato Small(Local),2019-01-02,Kg,20.0,25.0,22.5
131377,Tomato Big(Nepali),2019-01-03,Kg,50.0,55.0,52.5
131378,Tomato Small(Local),2019-01-03,Kg,20.0,25.0,22.5
131445,Tomato Big(Nepali),2019-01-04,Kg,55.0,60.0,57.5
131446,Tomato Small(Local),2019-01-04,Kg,20.0,25.0,22.5
131513,Tomato Big(Nepali),2019-01-05,Kg,55.0,60.0,57.5
131514,Tomato Small(Local),2019-01-05,Kg,22.0,28.0,25.0
131581,Tomato Big(Nepali),2019-01-06,Kg,65.0,70.0,67.5
131582,Tomato Small(Local),2019-01-06,Kg,30.0,35.0,32.5
131649,Tomato Big(Nepali),2019-01-07,Kg,60.0,65.0,62.5
131650,Tomato Small(Local),2019-01-07,Kg,30.0,35.0,32.5
131718,Tomato Big(Nepali),2019-01-08,Kg,60.0,65.0,62.5
131719,Tomato Small(Local),2019-01-08,Kg,30.0,35.0,32.5
131787,Tomato Big(Nepali),2019-01-09,Kg,65.0,70.0,67.5
131788,Tomato Small(Local),2019-01-09,Kg,30.0,35.0,32.5
131855,Tomato Big(Nepali),2019-01-10,Kg,65.0,70.0,67.5
131856,Tomato Small(Local),2019-01-10,Kg,30.0,35.0,32.5
131922,Tomato Big(Nepali),2019-01-11,Kg,55.0,60.0,57.5
131923,Tomato Small(Local),2019-01-11,Kg,30.0,35.0,32.5
131991,Tomato Big(Nepali),2019-01-12,Kg,55.0,60.0,57.5
131992,Tomato Small(Local),2019-01-12,Kg,28.0,30.0,29.0
132060,Tomato Big(Nepali),2019-01-13,Kg,55.0,60.0,57.5
132061,Tomato Small(Local),2019-01-13,Kg,30.0,35.0,32.5
132129,Tomato Big(Nepali),2019-01-14,Kg,50.0,55.0,52.5
132130,Tomato Small(Local),2019-01-14,Kg,20.0,30.0,25.0
132198,Tomato Big(Nepali),2019-01-15,Kg,50.0,55.0,52.5
132199,Tomato Small(Local),2019-01-15,Kg,30.0,35.0,32.5
132267,Tomato Big(Nepali),2019-01-16,Kg,50.0,55.0,52.5
132268,Tomato Small(Local),2019-01-16,Kg,25.0,30.0,27.5
132335,Tomato Big(Nepali),2019-01-17,Kg,50.0,55.0,52.5
132336,Tomato Small(Local),2019-01-17,Kg,22.0,28.0,25.0
132405,Tomato Big(Nepali),2019-01-18,Kg,50.0,55.0,52.5
132406,Tomato Small(Local),2019-01-18,Kg,25.0,30.0,27.5
132475,Tomato Big(Nepali),2019-01-19,Kg,50.0,55.0,52.5
132476,Tomato Small(Local),2019-01-19,Kg,20.0,25.0,22.5
132545,Tomato Big(Nepali),2019-01-20,Kg,55.0,60.0,57.5
132546,Tomato Small(Local),2019-01-20,Kg,20.0,25.0,22.5
132615,Tomato Big(Nepali),2019-01-21,Kg,55.0,60.0,57.5
132616,Tomato Small(Local),2019-01-21,Kg,20.0,25.0,22.5
132685,Tomato Big(Nepali),2019-01-22,Kg,55.0,60.0,57.5
132686,Tomato Small(Local),2019-01-22,Kg,20.0,25.0,22.5
132753,Tomato Big(Nepali),2019-01-23,Kg,52.0,56.0,54.0
132754,Tomato Small(Local),2019-01-23,Kg,18.0,22.0,20.0
132821,Tomato Big(Nepali),2019-01-24,Kg,45.0,50.0,47.5
132822,Tomato Small(Local),2019-01-24,Kg,15.0,20.0,17.5
132889,Tomato Big(Nepali),2019-01-25,Kg,45.0,50.0,47.5
132890,Tomato Small(Local),2019-01-25,Kg,15.0,20.0,17.5
132957,Tomato Big(Nepali),2019-01-26,Kg,44.0,50.0,47.0
132958,Tomato Small(Local),2019-01-26,Kg,18.0,24.0,21.0
133025,Tomato Big(Nepali),2019-01-27,Kg,50.0,55.0,52.5
133026,Tomato Small(Local),2019-01-27,Kg,15.0,20.0,17.5
133093,Tomato Big(Nepali),2019-01-28,Kg,45.0,50.0,47.5
133094,Tomato Small(Local),2019-01-28,Kg,15.0,20.0,17.5
133160,Tomato Big(Nepali),2019-01-29,Kg,40.0,45.0,42.5
133161,Tomato Small(Local),2019-01-29,Kg,20.0,25.0,22.5
133227,Tomato Big(Nepali),2019-01-30,Kg,40.0,45.0,42.5
133228,Tomato Small(Local),2019-01-30,Kg,20.0,25.0,22.5
133295,Tomato Big(Nepali),2019-01-31,Kg,40.0,45.0,42.5
133296,Tomato Small(Local),2019-01-31,Kg,20.0,25.0,22.5
133363,Tomato Big(Nepali),2019-02-01,Kg,40.0,45.0,42.5
133364,Tomato Small(Local),2019-02-01,Kg,20.0,25.0,22.5
133431,Tomato Big(Nepali),2019-02-02,Kg,40.0,45.0,42.5
133432,Tomato Small(Local),2019-02-02,Kg,20.0,25.0,22.5
133499,Tomato Big(Nepali),2019-02-03,Kg,40.0,45.0,42.5
133500,Tomato Small(Local),2019-02-03,Kg,15.0,20.0,17.5
133567,Tomato Big(Nepali),2019-02-04,Kg,40.0,45.0,42.5
133568,Tomato Small(Local),2019-02-04,Kg,15.0,20.0,17.5
133636,Tomato Big(Nepali),2019-02-05,Kg,40.0,45.0,42.5
133637,Tomato Small(Local),2019-02-05,Kg,15.0,20.0,17.5
133705,Tomato Big(Nepali),2019-02-06,Kg,40.0,45.0,42.5
133706,Tomato Small(Local),2019-02-06,Kg,15.0,20.0,17.5
133774,Tomato Big(Nepali),2019-02-07,Kg,40.0,45.0,42.5
133775,Tomato Small(Local),2019-02-07,Kg,15.0,20.0,17.5
133842,Tomato Big(Nepali),2019-02-08,Kg,40.0,45.0,42.5
133843,Tomato Small(Local),2019-02-08,Kg,20.0,25.0,22.5
133907,Tomato Big(Nepali),2019-02-09,Kg,45.0,50.0,47.5
133908,Tomato Small(Local),2019-02-09,Kg,25.0,30.0,27.5
133972,Tomato Big(Nepali),2019-02-10,Kg,65.0,70.0,67.5
133973,Tomato Small(Local),2019-02-10,Kg,30.0,35.0,32.5
134035,Tomato Small(Local),2019-02-11,Kg,35.0,40.0,37.5
134097,Tomato Small(Local),2019-02-12,Kg,25.0,35.0,30.0
134159,Tomato Small(Local),2019-02-13,Kg,20.0,25.0,22.5
134222,Tomato Big(Nepali),2019-02-14,Kg,55.0,60.0,57.5
134223,Tomato Small(Local),2019-02-14,Kg,20.0,25.0,22.5
134286,Tomato Big(Nepali),2019-02-15,Kg,50.0,60.0,55.0
134287,Tomato Small(Local),2019-02-15,Kg,25.0,30.0,27.5
134351,Tomato Big(Nepali),2019-02-16,Kg,50.0,60.0,55.0
134352,Tomato Small(Local),2019-02-16,Kg,25.0,30.0,27.5
134415,Tomato Big(Nepali),2019-02-17,Kg,50.0,55.0,52.5
134416,Tomato Small(Local),2019-02-17,Kg,20.0,25.0,22.5
134481,Tomato Big(Nepali),2019-02-18,Kg,45.0,50.0,47.5
134482,Tomato Small(Local),2019-02-18,Kg,20.0,25.0,22.5
134547,Tomato Big(Nepali),2019-02-19,Kg,45.0,50.0,47.5
134548,Tomato Small(Local),2019-02-19,Kg,23.0,30.0,26.5
134612,Tomato Big(Nepali),2019-02-20,Kg,45.0,50.0,47.5
134613,Tomato Small(Local),2019-02-20,Kg,25.0,30.0,27.5
134677,Tomato Big(Nepali),2019-02-21,Kg,45.0,50.0,47.5
134678,Tomato Small(Local),2019-02-21,Kg,30.0,35.0,32.5
134742,Tomato Big(Nepali),2019-02-22,Kg,40.0,45.0,42.5
134743,Tomato Small(Local),2019-02-22,Kg,30.0,35.0,32.5
134807,Tomato Big(Nepali),2019-02-23,Kg,40.0,45.0,42.5
134808,Tomato Small(Local),2019-02-23,Kg,30.0,35.0,32.5
134872,Tomato Big(Nepali),2019-02-24,Kg,45.0,50.0,47.5
134873,Tomato Small(Local),2019-02-24,Kg,30.0,35.0,32.5
134937,Tomato Big(Nepali),2019-02-25,Kg,45.0,50.0,47.5
134938,Tomato Small(Local),2019-02-25,Kg,30.0,35.0,32.5
135001,Tomato Big(Nepali),2019-02-26,Kg,45.0,50.0,47.5
135002,Tomato Small(Local),2019-02-26,Kg,30.0,35.0,32.5
135063,Tomato Big(Nepali),2019-02-27,Kg,45.0,50.0,47.5
135064,Tomato Small(Local),2019-02-27,Kg,30.0,35.0,32.5
135127,Tomato Big(Nepali),2019-02-28,Kg,45.0,50.0,47.5
135128,Tomato Small(Local),2019-02-28,Kg,30.0,35.0,32.5
135192,Tomato Big(Nepali),2019-03-01,Kg,45.0,50.0,47.5
135193,Tomato Small(Local),2019-03-01,Kg,30.0,35.0,32.5
135257,Tomato Big(Nepali),2019-03-02,Kg,45.0,50.0,47.5
135258,Tomato Small(Local),2019-03-02,Kg,35.0,40.0,37.5
135322,Tomato Big(Nepali),2019-03-03,Kg,45.0,50.0,47.5
135323,Tomato Small(Local),2019-03-03,Kg,35.0,40.0,37.5
135385,Tomato Big(Nepali),2019-03-05,Kg,45.0,50.0,47.5
135386,Tomato Small(Local),2019-03-05,Kg,35.0,40.0,37.5
135449,Tomato Big(Nepali),2019-03-06,Kg,45.0,50.0,47.5
135450,Tomato Small(Local),2019-03-06,Kg,35.0,40.0,37.5
135513,Tomato Big(Nepali),2019-03-07,Kg,45.0,50.0,47.5
135514,Tomato Small(Local),2019-03-07,Kg,40.0,45.0,42.5
135576,Tomato Big(Nepali),2019-03-08,Kg,45.0,50.0,47.5
135577,Tomato Small(Local),2019-03-08,Kg,40.0,45.0,42.5
135643,Tomato Big(Nepali),2019-03-09,Kg,35.0,40.0,37.5
135644,Tomato Small(Local),2019-03-09,Kg,40.0,45.0,42.5
135709,Tomato Big(Nepali),2019-03-10,Kg,35.0,40.0,37.5
135710,Tomato Small(Local),2019-03-10,Kg,40.0,45.0,42.5
135775,Tomato Big(Nepali),2019-03-11,Kg,45.0,50.0,47.5
135776,Tomato Small(Local),2019-03-11,Kg,40.0,45.0,42.5
135838,Tomato Big(Nepali),2019-03-12,Kg,50.0,55.0,52.5
135839,Tomato Small(Local),2019-03-12,Kg,40.0,45.0,42.5
135900,Tomato Big(Nepali),2019-03-13,Kg,55.0,60.0,57.5
135901,Tomato Small(Local),2019-03-13,Kg,40.0,45.0,42.5
135963,Tomato Big(Nepali),2019-03-14,Kg,50.0,55.0,52.5
135964,Tomato Small(Local),2019-03-14,Kg,40.0,45.0,42.5
136025,Tomato Big(Nepali),2019-03-15,Kg,55.0,60.0,57.5
136026,Tomato Small(Local),2019-03-15,Kg,55.0,60.0,57.5
136087,Tomato Big(Nepali),2019-03-16,Kg,55.0,60.0,57.5
136088,Tomato Small(Local),2019-03-16,Kg,55.0,60.0,57.5
136151,Tomato Big(Nepali),2019-03-17,Kg,65.0,70.0,67.5
136152,Tomato Small(Local),2019-03-17,Kg,50.0,55.0,52.5
136212,Tomato Big(Nepali),2019-03-18,Kg,65.0,70.0,67.5
136213,Tomato Small(Local),2019-03-18,Kg,50.0,55.0,52.5
136275,Tomato Big(Nepali),2019-03-19,Kg,65.0,70.0,67.5
136276,Tomato Small(Local),2019-03-19,Kg,50.0,55.0,52.5
136334,Tomato Big(Nepali),2019-03-20,Kg,65.0,70.0,67.5
136335,Tomato Small(Local),2019-03-20,Kg,50.0,55.0,52.5
136396,Tomato Big(Nepali),2019-03-21,Kg,60.0,65.0,62.5
136397,Tomato Small(Local),2019-03-21,Kg,50.0,55.0,52.5
136458,Tomato Big(Nepali),2019-03-22,Kg,60.0,65.0,62.5
136459,Tomato Small(Local),2019-03-22,Kg,45.0,50.0,47.5
136520,Tomato Big(Nepali),2019-03-23,Kg,60.0,65.0,62.5
136521,Tomato Small(Local),2019-03-23,Kg,55.0,60.0,57.5
136583,Tomato Big(Nepali),2019-03-24,Kg,50.0,55.0,52.5
136584,Tomato Small(Local),2019-03-24,Kg,55.0,60.0,57.5
136647,Tomato Big(Nepali),2019-03-25,Kg,50.0,55.0,52.5
136648,Tomato Small(Local),2019-03-25,Kg,55.0,60.0,57.5
136713,Tomato Big(Nepali),2019-03-26,Kg,65.0,70.0,67.5
136714,Tomato Small(Local),2019-03-26,Kg,55.0,60.0,57.5
136779,Tomato Big(Nepali),2019-03-27,Kg,65.0,70.0,67.5
136780,Tomato Small(Local),2019-03-27,Kg,45.0,50.0,47.5
136845,Tomato Big(Nepali),2019-03-28,Kg,55.0,60.0,57.5
136846,Tomato Small(Local),2019-03-28,Kg,45.0,50.0,47.5
136912,Tomato Big(Nepali),2019-03-29,Kg,50.0,55.0,52.5
136913,Tomato Small(Local),2019-03-29,Kg,35.0,40.0,37.5
136978,Tomato Big(Nepali),2019-03-30,Kg,50.0,55.0,52.5
136979,Tomato Small(Local),2019-03-30,Kg,35.0,40.0,37.5
137044,Tomato Big(Nepali),2019-03-31,Kg,45.0,50.0,47.5
137045,Tomato Small(Local),2019-03-31,Kg,28.0,33.0,30.5
137110,Tomato Big(Nepali),2019-04-01,Kg,50.0,55.0,52.5
137111,Tomato Small(Local),2019-04-01,Kg,25.0,30.0,27.5
137176,Tomato Big(Nepali),2019-04-02,Kg,55.0,60.0,57.5
137177,Tomato Small(Local),2019-04-02,Kg,25.0,30.0,27.5
137243,Tomato Big(Nepali),2019-04-03,Kg,45.0,50.0,47.5
137244,Tomato Small(Local),2019-04-03,Kg,30.0,35.0,32.5
137311,Tomato Big(Nepali),2019-04-04,Kg,45.0,50.0,47.5
137312,Tomato Small(Local),2019-04-04,Kg,40.0,45.0,42.5
137378,Tomato Big(Nepali),2019-04-05,Kg,45.0,50.0,47.5
137379,Tomato Small(Local),2019-04-05,Kg,35.0,40.0,37.5
137445,Tomato Big(Nepali),2019-04-06,Kg,45.0,50.0,47.5
137446,Tomato Small(Local),2019-04-06,Kg,35.0,40.0,37.5
137512,Tomato Big(Nepali),2019-04-07,Kg,45.0,50.0,47.5
137513,Tomato Small(Local),2019-04-07,Kg,35.0,40.0,37.5
137579,Tomato Big(Nepali),2019-04-08,Kg,45.0,50.0,47.5
137580,Tomato Small(Local),2019-04-08,Kg,35.0,40.0,37.5
137646,Tomato Big(Nepali),2019-04-09,Kg,45.0,50.0,47.5
137647,Tomato Small(Local),2019-04-09,Kg,35.0,40.0,37.5
137712,Tomato Big(Nepali),2019-04-10,Kg,45.0,50.0,47.5
137713,Tomato Small(Local),2019-04-10,Kg,35.0,40.0,37.5
137779,Tomato Big(Nepali),2019-04-11,Kg,50.0,55.0,52.5
137780,Tomato Small(Local),2019-04-11,Kg,30.0,35.0,32.5
137848,Tomato Big(Nepali),2019-04-12,Kg,50.0,55.0,52.5
137849,Tomato Small(Local),2019-04-12,Kg,30.0,35.0,32.5
137915,Tomato Big(Nepali),2019-04-13,Kg,50.0,55.0,52.5
137916,Tomato Small(Local),2019-04-13,Kg,32.0,38.0,35.0
137983,Tomato Big(Nepali),2019-04-14,Kg,45.0,50.0,47.5
137984,Tomato Small(Local),2019-04-14,Kg,30.0,35.0,32.5
138051,Tomato Big(Nepali),2019-04-15,Kg,55.0,60.0,57.5
138052,Tomato Small(Local),2019-04-15,Kg,35.0,40.0,37.5
138119,Tomato Big(Nepali),2019-04-16,Kg,45.0,50.0,47.5
138120,Tomato Small(Local),2019-04-16,Kg,30.0,35.0,32.5
